title,author,binding,list_price,price,stock,isbn,publisher,publication_date,size,categories,url
THE SIGN FOR HOME,"Fell, Blair",Hardcover,$27.00 ,$3.50 ,925,9.78198E+12,Atria Books,4/5/22,"9.16"" l x 6.27"" w x 1.64""","['Fiction', 'Coming of Age', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781982175955B/the-sign-for-home
SILICON HEARTS,"Miyashita, Robin",Hardcover,$26.99 ,$3.50 ,10,9.78137E+12,Hyperion Avenue,8/8/23,"9.29"" l x 6.21"" w x 1.16""","['Fiction', 'Coming of Age', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781368081139B/silicon-hearts
SILICON HEARTS,"Miyashita, Robin",Paperback,$16.99 ,$2.25 ,25,9.78137E+12,Hyperion Avenue,8/8/23,"9.00"" l x 5.97"" w x 0.98""","['Fiction', 'Coming of Age', 'Fiction', 'Romance', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781368081160B/silicon-hearts
SILVER LADY (DANGEROUS GIFTS),"Putney, Mary Jo",Hardcover,$27.95 ,$3.75 ,32,9.7815E+12,Kensington Publishing Corporation,8/22/23,"8.57"" l x 5.76"" w x 0.95""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781496739216B/silver-lady-dangerous-gifts
"SIMPLY THE BEST (CHICAGO STARS, BK. 10)","Phillips, Susan Elizabeth",Hardcover,$29.00 ,$3.75 ,95,9.78006E+12,Avon Books,2/13/24,"9.22"" l x 6.23"" w x 1.32""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9780063248564B/simply-the-best-chicago-stars-bk-10
SIT! STAY! SPEAK!,"Noblin, Annie England",Pocket Books,$9.99 ,$2.50 ,23,9.78006E+12,William Morrow & Company,5/26/20,"6.60"" l x 4.21"" w x 1.30""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780062993403B/sit-stay-speak
SITUATIONSHIP,"Adair, Marina",Paperback,$16.95 ,$3.00 ,41,9.7815E+12,Kensington Publishing Corporation,10/25/22,"8.22"" l x 5.47"" w x 0.84""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9781496727688B/situationship
SIX WAYS TO WRITE A LOVE LETTER,"Pearce, Jackson",Paperback,$15.99 ,$2.75 ,72,9.78173E+12,Sourcebooks,7/5/22,"8.25"" l x 5.47"" w x 0.98""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781728247694B/six-ways-to-write-a-love-letter
SIZZLE AND BURN,"Krentz, Jayne Ann",Pocket Books,$9.99 ,$2.50 ,139,9.78052E+12,Jove Books,1/27/09,"7.41"" l x 4.21"" w x 1.21""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780515145816B/sizzle-and-burn
SKIP TO THE END,"James, Molly",Paperback,$16.99 ,$2.25 ,663,9.78154E+12,Forever,8/15/23,"7.97"" l x 5.15"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538739273B/skip-to-the-end
SLEEP NO MORE,"Krentz, Jayne Ann",Pocket Books,$9.99 ,$2.50 ,142,9.78059E+12,Berkley Publishing Group,10/24/23,"6.64"" l x 4.17"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Suspense']",https://www.bookdepot.com/Store/Details/9780593337844B/sleep-no-more
SLIGHTLY SINFUL,"Balogh, Mary",Pocket Books,$8.99 ,$2.25 ,12,9.78044E+12,Dell Publishing Company,1/1/04,"6.75"" l x 4.23"" w x 1.07""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440236603B/slightly-sinful
"SMOKE BITTEN (A MERCY THOMPSON NOVEL, BK. 12)","Briggs, Patricia",Hardcover,$28.00 ,$1.88 ,537,9.78044E+12,Ace Books,3/17/20,"9.33"" l x 6.26"" w x 1.32""","['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001553B/smoke-bitten-a-mercy-thompson-novel-bk-12
THE SMUGGLER'S SECRET,"Francis, Lynne",Paperback,$17.99 ,$3.00 ,2,9.78035E+12,Piatkus Books,1/9/24,"7.75"" l x 5.00"" w x 1.00""","['Fiction', 'Sagas', 'Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780349433578B/the-smugglers-secret
SNOW ANGEL SEASON (CHRISTMAS IN ETERNITY SPRINGS/THE CHRISTMAS WISHING TREE),"March, Emily",Pocket Books,$8.99 ,$2.00 ,30,9.78125E+12,St. Martin's Publishing,9/29/20,"6.64"" l x 4.01"" w x 1.41""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781250766403B/snow-angel-season-christmas-in-eternity-sprin
SNOW COUNTRY,"Faulks, Sebastian",Paperback,$17.91 ,$3.00 ,3,9.78039E+12,Anchor Canada,9/6/22,"8.00"" l x 5.16"" w x 1.11""","['Fiction', 'Historical', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780385687355B/snow-country
SNOW MELTS IN SPRING,"Vogts, Deborah",Paperback,$10.99 ,$2.00 ,3,9.78031E+12,Zondervan,6/23/09,"8.46"" l x 5.42"" w x 0.84""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780310292753B/snow-melts-in-spring
"SNOWBALL UNWRAPPED (SNOWBALL, BK. 4)","McKanagh, Kristen",Paperback,$16.95 ,$3.00 ,38,9.7815E+12,Kensington Publishing Corporation,9/26/23,"8.25"" l x 5.54"" w x 0.90""","['Fiction', 'Romance', 'Fiction', 'Animals', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781496736963B/snowball-unwrapped-snowball-bk-4
"SNOWBOUND AT CHRISTMAS (CHRISTMAS AT COLORADO, BK. 5)","Mason, Debbie",Pocket Books,$7.99 ,$2.00 ,778,9.78154E+12,Forever,11/5/19,"6.75"" l x 4.15"" w x 0.95""","['Fiction', 'Holidays', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538750209B/snowbound-at-christmas-christmas-at-colorado
SOME OF IT WAS REAL,"Fischer, Nan",Paperback,$17.00 ,$1.25 ,66,9.78059E+12,Berkley Publishing Group,7/26/22,"8.17"" l x 5.48"" w x 1.10""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780593438695B/some-of-it-was-real
"SOMEDAY MY DUKE WILL COME (ISLE OF SYNN, BK. 2)","Britton, Christina",Pocket Books,$8.99 ,$2.25 ,185,9.78154E+12,Forever,1/12/21,"6.97"" l x 4.79"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Sagas', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781538717509B/someday-my-duke-will-come-isle-of-synn-bk-2
SOMEONE JUST LIKE YOU,"Schorr, Meredith",Paperback,$16.99 ,$3.00 ,88,9.78154E+12,Forever,7/25/23,"7.94"" l x 5.22"" w x 1.03""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538754801B/someone-just-like-you
"SOMEONE PERFECT (A WESTCOTT NOVEL, BK. 9)","Balogh, Mary",Hardcover,$27.00 ,$2.63 ,21,9.78059E+12,Berkley Publishing Group,11/30/21,"9.28"" l x 6.21"" w x 1.22""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593335291B/someone-perfect-a-westcott-novel-bk-9
SOMEONE PERFECT (THE WESTCOTT SERIES),"Balogh, Mary",Paperback,$8.99 ,$1.13 ,40,9.78059E+12,Berkley Hardcover,1/1/21,"6.60"" l x 4.06"" w x 1.21""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593335307B/someone-perfect-the-westcott-series
"SOMEONE TO CHERISH (THE WESTCOTT SERIES, BK. 8)","Balogh, Mary",Pocket Books,$7.99 ,$1.75 ,58,9.78198E+12,Jove Books,1/1/21,"6.71"" l x 4.15"" w x 1.25""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781984802415B/someone-to-cherish-the-westcott-series-bk-8
"SOMEONE TO LOVE (THE WESTCOTT SERIES, BK. 1)","Balogh, Mary",Paperback,$12.00 ,$1.37 ,786,9.78059E+12,Berkley Publishing Group,3/1/22,"8.20"" l x 5.45"" w x 1.20""","['Fiction', 'Historical', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593438831B/someone-to-love-the-westcott-series-bk-1
"SOMEONE TO ROMANCE (THE WESTCOTT SERIES, BK. 7)","Balogh, Mary",Hardcover,$26.00 ,$2.63 ,14,9.78059E+12,Berkley Publishing Group,8/25/20,"9.17"" l x 6.20"" w x 1.30""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593198612B/someone-to-romance-the-westcott-series-bk-7
SOMEONE TO WATCH OVER ME,"McNaught, Judith",Pocket Books,$10.99 ,$2.75 ,22,9.78067E+12,Pocket Books,11/1/03,"6.72"" l x 4.21"" w x 1.41""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780671525835B/someone-to-watch-over-me
"THE SOMETHING BORROWED SISTERS (HARBOR COVE, BK. 3)","Jump, Shirley",Paperback,$18.99 ,$3.25 ,4,9.78154E+12,Forever,12/12/23,"8.02"" l x 5.20"" w x 0.94""","['Fiction', ""Women's Fiction"", 'Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538720264B/the-something-borrowed-sisters-harbor-cove-bk
SOMETHING FROM TIFFANY'S,"Hill, Melissa",Paperback,$16.99 ,$3.00 ,31,9.78173E+12,Sourcebooks,10/4/22,"8.15"" l x 5.51"" w x 1.07""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781728268910B/something-from-tiffanys
"SOMETHING OLD, SOMETHING NEW","Clipston, Amy",Paperback,$16.99 ,$3.00 ,223,9.78079E+12,Thomas Nelson,1/3/23,"8.42"" l x 5.54"" w x 0.85""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780785252962B/something-old-something-new
SOMETHING WILDER,"Lauren, Christina",Hardcover,$26.99 ,$3.50 ,2,9.78198E+12,Gallery Books,5/17/22,"9.25"" l x 6.16"" w x 1.34""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781982173401B/something-wilder
SOMETHING IN THE HEIR,"Enoch, Suzanne",Paperback,$16.99 ,$3.00 ,711,9.78125E+12,St. Martin's Griffin,9/20/22,"8.25"" l x 5.35"" w x 1.01""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781250842527B/something-in-the-heir
SOMETHING TO LIVE FOR,"Roper, Richard",Paperback,$9.64 ,$1.62 ,25,9.78141E+12,Orion Publishing,5/14/20,"7.72"" l x 5.00"" w x 1.08""","['Fiction', 'Romance', 'Fiction', 'Literary', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781409185611B/something-to-live-for
SOMEWHERE IN FRANCE,"Robson, Jennifer",Paperback,$16.99 ,$2.25 ,37,9.78006E+12,William Morrow & Company,12/31/13,"8.05"" l x 5.34"" w x 1.04""","['Fiction', 'War & Military', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062273451B/somewhere-in-france
THE SON OF MR. SULEMAN,"Dickey, Eric Jerome",Paperback,$17.00 ,$2.25 ,3,9.78152E+12,Dutton Books,1/25/22,"7.95"" l x 5.32"" w x 1.33""","['Fiction', 'Romance', 'Fiction', 'African American', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781524745240B/the-son-of-mr-suleman
THE SONG OF SOURWOOD MOUNTAIN,"Gabhart, Ann H.",Paperback,$17.99 ,$3.00 ,43,9.7808E+12,Revell,5/7/24,"8.43"" l x 5.46"" w x 1.04""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800741730B/the-song-of-sourwood-mountain
SONGS IN URSA MAJOR,"Brodie, Emma",Hardcover,$26.95 ,$2.63 ,50,9.78059E+12,Knopf,1/1/21,"9.54"" l x 6.44"" w x 1.32""","['Fiction', 'Biographical', 'Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780593318621B/songs-in-ursa-major
SOPHIE VALROUX'S PARIS STARS,"Verant, Samantha",Paperback,$17.00 ,$1.25 ,38,9.78059E+12,Berkley Publishing Group,10/19/21,"8.25"" l x 5.49"" w x 1.13""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593097748B/sophie-valrouxs-paris-stars
"SOUL TAKEN (MERCY THOMPSON, BK. 13 )","Briggs, Patricia",Hardcover,$28.00 ,$3.75 ,904,9.78044E+12,Ace Books,8/23/22,"8.92"" l x 5.85"" w x 1.34""","['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001614B/soul-taken-mercy-thompson-bk-13
"SOUL TAKEN (MERCY THOMPSON, BK. 13)","Briggs, Patricia",Pocket Books,$8.99 ,$2.25 ,58,9.78044E+12,Ace Books,1/1/23,"6.83"" l x 4.11"" w x 1.07""","['Fiction', 'Fantasy', 'Fiction', 'Action & Adventure', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780440001652B/soul-taken-mercy-thompson-bk-13
"SPARKLE OF SILVER (GEORGIA COAST ROMANCE, BK. 1)","Johnson, Liz",Paperback,$14.99 ,$2.25 ,2,9.7808E+12,Revell,10/16/18,"8.47"" l x 5.42"" w x 0.85""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800729622B/sparkle-of-silver-georgia-coast-romance-bk-1
"SPECULATIONS IN SIN (BELOW STAIRS, BK. 7)","Ashley, Jennifer",Paperback,$18.00 ,$3.00 ,65,9.78059E+12,Berkley Publishing Group,3/5/24,"7.98"" l x 5.14"" w x 0.78""","['Fiction', 'Mystery & Detective', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593549919B/speculations-in-sin-below-stairs-bk-7
"SPEED (SEX/LIFE, BK. 2)","Easton, BB",Paperback,$15.99 ,$1.50 ,727,9.78154E+12,Forever,8/2/21,"7.99"" l x 5.17"" w x 1.18""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Coming of Age']",https://www.bookdepot.com/Store/Details/9781538718384B/speed-sexlife-bk-2
"SPELLS FOR THE DEAD (A SOULWOOD NOVEL, BK. 5)","Hunter, Faith",Pocket Books,$9.99 ,$2.50 ,25,9.7804E+12,Ace Books,7/28/20,"7.37"" l x 4.31"" w x 1.28""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780399587962B/spells-for-the-dead-a-soulwood-novel-bk-5
SPIRIT OF THE SEASON,"Michaels, Fern",Paperback,$16.95 ,$3.00 ,18,9.7815E+12,Kensington Publishing Corporation,9/27/22,"8.23"" l x 5.51"" w x 0.83""","['Fiction', 'Romance', 'Fiction', 'Holidays']",https://www.bookdepot.com/Store/Details/9781496736635B/spirit-of-the-season
"A SPOT OF TROUBLE (TURTLE BEACH, BK. 1)","Wilson, Teri",Paperback,$14.99 ,$1.88 ,595,9.78173E+12,Sourcebooks,9/7/21,"8.21"" l x 5.47"" w x 0.80""","['Fiction', 'Romance', 'Fiction', 'Humorous', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781728214795B/a-spot-of-trouble-turtle-beach-bk-1
SPRING,"Szalay, David",Paperback,$15.00 ,$2.50 ,10,9.78156E+12,Graywolf Press,1/17/12,"8.20"" l x 5.29"" w x 0.82""","['Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781555976026B/spring
"A SPRINGTIME HEART (THE PROMISE GLEN SERIES, BK. 2)","Perry, Marta",Pocket Books,$9.99 ,$2.50 ,29,9.78198E+12,Berkley Publishing Group,6/2/20,"6.73"" l x 4.13"" w x 1.01""","['Fiction', 'Religious', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984803214B/a-springtime-heart-the-promise-glen-series-bk
THE STAND-UP GROOMSMAN,"Lau, Jackie",Paperback,$17.00 ,$3.00 ,62,9.78059E+12,Berkley Publishing Group,10/25/22,"8.11"" l x 5.44"" w x 1.07""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Cultural Heritage']",https://www.bookdepot.com/Store/Details/9780593334324B/the-stand-up-groomsman
"STAR (44 CHAPTERS, BK. 3)","Easton, BB",Paperback,$15.99 ,$1.50 ,2,9.78154E+12,Forever,8/1/22,"7.93"" l x 5.18"" w x 1.16""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781538718445B/star-44-chapters-bk-3
STAR EATER,"Hall, Kerstin",Paperback,$18.99 ,$3.25 ,49,9.78125E+12,Tor Books,10/4/22,"8.21"" l x 5.41"" w x 1.34""","['Fiction', 'Fantasy', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250625335B/star-eater
THE STAR-CROSSED SISTERS OF TUSCANY,"Spielman, Lori Nelson",Paperback,$17.00 ,$2.75 ,3,9.78198E+12,Berkley Publishing Group,2/4/20,"8.19"" l x 5.49"" w x 1.18""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9781984803160B/the-star-crossed-sisters-of-tuscany
STARFISH PIER (HOPE HARBOR),"Hannon, Irene",Paperback,$15.99 ,$2.75 ,2,9.7808E+12,Revell,3/31/20,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780800736149B/starfish-pier-hope-harbor
THE STARS WE SHARE,"Posey, Rafe",Paperback,$17.00 ,$1.50 ,64,9.78198E+12,Penguin Books,5/31/22,"8.24"" l x 5.50"" w x 0.96""","['Fiction', 'Historical', 'Fiction', 'Sagas', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781984879646B/the-stars-we-share
THE STARS WE SHARE,"Posey, Rafe",Hardcover,$26.00 ,$2.62 ,25,9.78198E+12,Viking Books,5/18/21,"9.30"" l x 6.24"" w x 1.30""","['Fiction', 'Romance', 'Fiction', 'Historical', 'Fiction', 'Literary']",https://www.bookdepot.com/Store/Details/9781984879622B/the-stars-we-share
STARS IN AN ITALIAN SKY (LARGE PRINT),"Santopolo, Jill",Paperback,$30.00 ,$5.00 ,427,9.78059E+12,Random House Large Print,2/28/23,"9.15"" l x 6.09"" w x 1.10""","['Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780593676684B/stars-in-an-italian-sky-large-print
"STARTING OVER AT BLUEBERRY CREEK (SWEETWATER SPRINGS, BK. 4)","Rains, Annie",Pocket Books,$7.99 ,$1.37 ,682,9.78154E+12,Forever,2/25/20,"6.78"" l x 4.27"" w x 1.14""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538700860B/starting-over-at-blueberry-creek-sweetwater-s
STARTING OVER ON BLACKBERRY LANE (LIFE IN ICICLE FALLS BK. 10),"Roberts, Sheila",Hardcover,$26.99 ,$3.00 ,7,9.78078E+12,Mira,2/28/17,"9.74"" l x 6.78"" w x 1.12""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780778330592B/starting-over-on-blackberry-lane-life-in-icic
"STEADFAST MERCY (AMISH MERCIES, BK. 3)","Reid, Ruth",Paperback,$15.99 ,$2.75 ,3,9.78072E+12,Thomas Nelson,7/7/20,"8.36"" l x 5.56"" w x 0.90""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780718082499B/steadfast-mercy-amish-mercies-bk-3
STILETTO SISTERHOOD,"DeMornay, Fallon",Paperback,$17.99 ,$2.00 ,133,9.78199E+12,Wattpad Books,4/12/22,"8.19"" l x 5.26"" w x 1.20""","['Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781989365991B/stiletto-sisterhood
"STILL THE ONE (ANIMAL MAGNETISM, BK. 6)","Shalvis, Jill",Paperback,$12.00 ,$1.00 ,20,9.78059E+12,Berkley Publishing Group,8/2/22,"8.19"" l x 5.43"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593546208B/still-the-one-animal-magnetism-bk-6
"STITCHES IN TIME (THE DEACON'S FAMILY, BK. 2)","Fisher, Suzanne Woods",Paperback,$15.99 ,$2.75 ,44,9.7808E+12,Revell,10/1/19,"8.50"" l x 5.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Religious']",https://www.bookdepot.com/Store/Details/9780800727529B/stitches-in-time-the-deacons-family-bk-2
THE STORIED LIFE OF A. J. FIKRY,"Zevin, Gabrielle",Paperback,$16.99 ,$2.87 ,1000+,9.78164E+12,Algonquin Books,9/6/22,"8.30"" l x 5.49"" w x 0.76""","['Fiction', 'Family Life', 'Fiction', 'Literary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781643753614B/the-storied-life-of-a-j-fikry
"STORM ECHO (PSY-CHANGELING TRINITY, BK. 6)","Singh, Nalini",Hardcover,$27.00 ,$1.75 ,972,9.78059E+12,Berkley Publishing Group,8/9/22,"9.27"" l x 6.31"" w x 1.44""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440674B/storm-echo-psy-changeling-trinity-bk-6
"STORM ECHO (PSY-CHANGELING TRINITY, BK. 6)","Singh, Nalini",Pocket Books,$8.99 ,$1.69 ,70,9.78059E+12,Berkley Publishing Group,2/21/23,"7.00"" l x 4.50"" w x 1.00""","['Fiction', 'Romance', 'Fiction', 'Fantasy']",https://www.bookdepot.com/Store/Details/9780593440681B/storm-echo-psy-changeling-trinity-bk-6
A STRANGER'S GAME,"Coble, Colleen",Paperback,$16.99 ,$3.00 ,2,9.78079E+12,Thomas Nelson,1/4/22,"8.39"" l x 5.45"" w x 1.09""","['Fiction', 'Romance', 'Fiction', 'Religious', 'Fiction', 'Movie-TV Tie-In']",https://www.bookdepot.com/Store/Details/9780785228578B/a-strangers-game
"STRANGERS IN PARADISE (A PARADISE, ALASKA ROMANCE, BK. 3)","Dunlop, Barbara",Pocket Books,$8.99 ,$1.12 ,50,9.78059E+12,Berkley Publishing Group,5/24/22,"6.75"" l x 4.19"" w x 0.96""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9780593333006B/strangers-in-paradise-a-paradise-alaska-roman
STRAWBERRY LANE: A TOUCHING TEXAS LOVE STORY,"Thomas, Jodi",Paperback,$16.95 ,$3.00 ,11,9.78142E+12,Zebra Books,4/25/23,"8.24"" l x 5.49"" w x 0.81""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781420155075B/strawberry-lane-a-touching-texas-love-story
"STREET GAME (GHOSTWALKER, BK. 8)","Feehan, Christine",Pocket Books,$7.99 ,$1.50 ,32,9.78052E+12,Berkley Publishing Group,1/1/10,"6.65"" l x 4.15"" w x 1.36""","['Fiction', 'Romance', 'Fiction', 'Science Fiction']",https://www.bookdepot.com/Store/Details/9780515147605B/street-game-ghostwalker-bk-8
SUGAR AND SALT,"Wiggs, Susan",Paperback,$18.99 ,$3.25 ,102,9.78006E+12,William Morrow & Company,5/23/23,"7.87"" l x 5.24"" w x 1.06""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Family Life']",https://www.bookdepot.com/Store/Details/9780062914231B/sugar-and-salt
SUGAR AND SALT,"Wiggs, Susan",Pocket Books,$9.99 ,$2.50 ,217,9.78006E+12,William Morrow & Company,11/28/23,"6.61"" l x 4.07"" w x 1.23""","['Fiction', 'Family Life', 'Fiction', 'Contemporary', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062914248B/sugar-and-salt
SUGAR AND SALT (LARGE PRINT EDITION),"Wiggs, Susan",Paperback,$29.99 ,$5.00 ,97,9.78006E+12,HarperCollins Publishers,1/11/22,"8.98"" l x 5.91"" w x 1.42""","['Fiction', 'Family Life', 'Fiction', 'Romance', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9780063211193B/sugar-and-salt-large-print-edition
THE SUITE SPOT,"Doller, Trish",Hardcover,$30.99 ,$2.12 ,6,9.78125E+12,St. Martin's Griffin,3/8/22,"8.56"" l x 5.69"" w x 1.07""","['Fiction', 'Romance', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781250847423B/the-suite-spot
THE SUM OF ALL KISSES,"Quinn, Julia",Pocket Books,$9.99 ,$2.50 ,3,9.78006E+12,Avon Books,10/29/13,"6.74"" l x 4.11"" w x 1.14""","['Fiction', 'Romance', 'Fiction', 'Historical']",https://www.bookdepot.com/Store/Details/9780062072924B/the-sum-of-all-kisses
SUMMER DAYS AND SUMMER NIGHTS: TWELVE LOVE STORIES,"Perkins, Stephanie (Edt)",Paperback,$17.99 ,$3.00 ,24,9.78125E+12,St. Martin's Griffin,6/13/17,"8.32"" l x 5.44"" w x 1.06""","['Fiction', 'Short Stories', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9781250079138B/summer-days-and-summer-nights-twelve-love-sto
"THE SUMMER DEAL (THE WILDSTONE SERIES, BK. 5)","Shalvis, Jill",Paperback,$16.99 ,$1.50 ,5,9.78006E+12,William Morrow & Company,6/2/20,"8.00"" l x 5.50"" w x 1.00""","['Fiction', 'Family Life', 'Fiction', 'Romance']",https://www.bookdepot.com/Store/Details/9780062897916B/the-summer-deal-the-wildstone-series-bk-5
THE SUMMER HOUSE,"Hale, Jenny",Pocket Books,$7.99 ,$2.00 ,367,9.78154E+12,Forever,5/26/20,"6.73"" l x 4.10"" w x 0.97""","['Fiction', 'Romance', 'Fiction', 'Family Life', 'Fiction', ""Women's Fiction""]",https://www.bookdepot.com/Store/Details/9781538734391B/the-summer-house
SUMMER AT HOPE HAVEN,"Harper, Kristin",Paperback,$8.99 ,$1.50 ,100,9.78154E+12,Forever,10/11/22,"6.76"" l x 4.09"" w x 0.90""","['Fiction', 'Romance', 'Fiction', 'Contemporary']",https://www.bookdepot.com/Store/Details/9781538724361B/summer-at-hope-haven
SUMMER BY THE RIVER,"Burns, Debbie",Paperback,$14.99 ,$2.50 ,2,9.78173E+12,Sourcebooks,3/2/21,"8.25"" l x 5.50"" w x 1.00""","['Fiction', 'Contemporary', 'Fiction', 'Romance', 'Fiction', 'Animals']",https://www.bookdepot.com/Store/Details/9781728217130B/summer-by-the-river
SUMMER BY THE SEA,"Hale, Jenny",Paperback,$12.99 ,$2.25 ,461,9.78154E+12,Forever,6/8/21,"8.35"" l x 5.47"" w x 1.10""","['Fiction', 'Romance', 'Fiction', 'Contemporary', 'Fiction', 'Humorous']",https://www.bookdepot.com/Store/Details/9781538720585B/summer-by-the-sea
